card_name,product,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
高海千歌,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,CYaRon！,9,"red:1,green:1,blue:1",,4,R,PL!S-bp2-001-R,,,,<常時> 自分の成功ライブカード置き場のカードが0枚で、かつ相手の成功ライブカード置き場にカードが1枚以上ある場合、 <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-001-R.png
高海千歌,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,CYaRon！,9,"red:1,green:1,blue:1",,4,P,PL!S-bp2-001-P,,,,<常時> 自分の成功ライブカード置き場のカードが0枚で、かつ相手の成功ライブカード置き場にカードが1枚以上ある場合、 <ブレード> <ブレード> <ブレード> を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-001-P.png
桜内梨子,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,4,blue:2,,,P,PL!S-bp2-002-P,,,,<自動> このメンバーがステージから控え室に置かれたとき、手札を1枚控え室に置いてもよい。そうした場合、自分の控え室から『Aqours』のライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-002-P.png
桜内梨子,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,4,blue:2,,,R,PL!S-bp2-002-R,,,,<自動> このメンバーがステージから控え室に置かれたとき、手札を1枚控え室に置いてもよい。そうした場合、自分の控え室から『Aqours』のライブカードを1枚手札に加える。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-002-R.png
松浦果南,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,AZALEA,9,"red:1,green:1,blue:1",,4,P,PL!S-bp2-003-P,,,,<自動> ［ターン1回］エールにより公開された自分のカードの中にライブカードが1枚以上あるとき、ライブ終了時まで、［緑ハート］を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-003-P.png
黒澤ダイヤ,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,AZALEA,11,"red:2,green:2,blue:1",,3,P,PL!S-bp2-004-P,,,,<自動> ［ターン1回］エールにより公開された自分のカードの中にライブカードがないとき、それらのカードをすべて控え室に置いてもよい。これにより1枚以上のカードが控え室に置かれた場合、そのエールで得たブレードハートを失い、もう一度エールを行う。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-004-P.png
黒澤ダイヤ,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,AZALEA,11,"red:2,green:2,blue:1",,3,R,PL!S-bp2-004-R,,,,<自動> ［ターン1回］エールにより公開された自分のカードの中にライブカードがないとき、それらのカードをすべて控え室に置いてもよい。これにより1枚以上のカードが控え室に置かれた場合、そのエールで得たブレードハートを失い、もう一度エールを行う。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-004-R.png
松浦果南,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,AZALEA,9,"red:1,green:1,blue:1",,4,R,PL!S-bp2-003-R,,,,<自動> ［ターン1回］エールにより公開された自分のカードの中にライブカードが1枚以上あるとき、ライブ終了時まで、［緑ハート］を得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-003-R.png
渡辺 曜,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,CYaRon！,13,"red:2,green:2,blue:2",green,3,R+,PL!S-bp2-005-R＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを7枚見る。その中から red か green か blue を持つメンバーカードを3枚まで公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-005-R2.png
渡辺 曜,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,CYaRon！,13,"red:2,green:2,blue:2",green,3,P,PL!S-bp2-005-P,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを7枚見る。その中から red か green か blue を持つメンバーカードを3枚まで公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-005-P.png
渡辺 曜,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,CYaRon！,13,"red:2,green:2,blue:2",green,3,P+,PL!S-bp2-005-P＋,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを7枚見る。その中から red か green か blue を持つメンバーカードを3枚まで公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-005-P2.png
渡辺 曜,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,CYaRon！,13,"red:2,green:2,blue:2",green,3,SEC,PL!S-bp2-005-SEC,,,,<登場> 手札を1枚控え室に置いてもよい：自分のデッキの上からカードを7枚見る。その中から red か green か blue を持つメンバーカードを3枚まで公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-005-SEC.png
津島善子,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,11,"red:1,green:1,blue:2",blue,4,R,PL!S-bp2-006-R,,,,<登場> <E> <E> <E> <E> 支払ってもよい：自分の控え室から、コストの合計が4以下になるようにメンバーカードを2枚までステージに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-006-R.png
津島善子,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,Guilty Kiss,11,"red:1,green:1,blue:2",blue,4,P,PL!S-bp2-006-P,,,,<登場> <E> <E> <E> <E> 支払ってもよい：自分の控え室から、コストの合計が4以下になるようにメンバーカードを2枚までステージに登場させる。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-006-P.png
国木田花丸,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,AZALEA,4,red:1,,3,R+,PL!S-bp2-007-R＋,,,,<自動> ［ターン1回］エールにより公開された自分のカードの中にライブカードが1枚以上あるとき、自分の手札が7枚以下の場合、カードを1枚引く。 <ライブ開始時> 手札のライブカードを1枚公開し、デッキの一番下に置いてもよい：自分のデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-007-R2.png
国木田花丸,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,AZALEA,4,red:1,,3,P,PL!S-bp2-007-P,,,,<自動> ［ターン1回］エールにより公開された自分のカードの中にライブカードが1枚以上あるとき、自分の手札が7枚以下の場合、カードを1枚引く。 <ライブ開始時> 手札のライブカードを1枚公開し、デッキの一番下に置いてもよい：自分のデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-007-P.png
国木田花丸,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,AZALEA,4,red:1,,3,P+,PL!S-bp2-007-P＋,,,,<自動> ［ターン1回］エールにより公開された自分のカードの中にライブカードが1枚以上あるとき、自分の手札が7枚以下の場合、カードを1枚引く。 <ライブ開始時> 手札のライブカードを1枚公開し、デッキの一番下に置いてもよい：自分のデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-007-P2.png
国木田花丸,ブースターパック NEXT STEP,メンバー,ラブライブ！サンシャイン!!,AZALEA,4,red:1,,3,SEC,PL!S-bp2-007-SEC,,,,<自動> ［ターン1回］エールにより公開された自分のカードの中にライブカードが1枚以上あるとき、自分の手札が7枚以下の場合、カードを1枚引く。 <ライブ開始時> 手札のライブカードを1枚公開し、デッキの一番下に置いてもよい：自分のデッキの上からカードを2枚見る。その中から好きな枚数を好きな順番でデッキの上に置き、残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP02/PL!S-bp2-007-SEC.png
