card_name,card_name_eng,収録商品,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
ブースターパック vol.1,,ブースターパック Anniversary 2026,エネルギー,"ラブライブ！虹ヶ咲学園スクールアイドル同好会,ラブライブ！スーパースター!!,蓮ノ空女学院スクールアイドルクラブ",,,,,,RE,LL-bp1-E01-RE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/LL-bp1-E01-RE.png
園田海未,Sonoda Umi,ブースターパック Anniversary 2026,エネルギー,ラブライブ！,lily white,,,,,RE,PL!-bp3-E01-RE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp3-E01-RE.png
南 ことり,,ブースターパック Anniversary 2026,メンバー,ラブライブ！,Printemps,2,,yellow,2,RM,PL!-bp3-012-RM,,,,<ライブ開始時> pink か yellow か purple のうち、1つを選ぶ。ライブ終了時まで、自分の成功ライブカード置き場にあるカード1枚につき、選んだハートを1つ得る。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp3-012-RM.png
Snow halation,,ブースターパック Anniversary 2026,ライブ,ラブライブ！,,,,all,,SECL,PL!-bp3-020-SECL,"pink:1,purple:1,grey:3",,2,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp3-SECL.png
絢瀬絵里,Ayase Eli,ブースターパック Anniversary 2026,エネルギー,ラブライブ！,BiBi,,,,,RE,PL!-bp4-E01-RE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp4-E01-RE.png
高坂穂乃果,Kosaka Honaka,ブースターパック Anniversary 2026,メンバー,ラブライブ！,Printemps,4,"yellow:1,blue:1",,2,R+,PL!-bp5-001-R＋,,,,<ライブ成功時> 手札を1枚控え室に置いてもよい：自分のデッキの上から、自分のライブの合計スコアに2を足した数に等しい枚数見る。その中からカードを1枚手札に加える。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp5-001-R2.png
高坂穂乃果,Kosaka Honaka,ブースターパック Anniversary 2026,メンバー,ラブライブ！,Printemps,4,"yellow:1,blue:1",,2,P,PL!-bp5-001-P,,,,<ライブ成功時> 手札を1枚控え室に置いてもよい：自分のデッキの上から、自分のライブの合計スコアに2を足した数に等しい枚数見る。その中からカードを1枚手札に加える。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp5-001-P.png
高坂穂乃果,Kosaka Honaka,ブースターパック Anniversary 2026,メンバー,ラブライブ！,Printemps,4,"yellow:1,blue:1",,2,AR,PL!-bp5-001-AR,,,,<ライブ成功時> 手札を1枚控え室に置いてもよい：自分のデッキの上から、自分のライブの合計スコアに2を足した数に等しい枚数見る。その中からカードを1枚手札に加える。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp5-001-AR.png
高坂穂乃果,Kosaka Honaka,ブースターパック Anniversary 2026,メンバー,ラブライブ！,Printemps,4,"yellow:1,blue:1",,2,SEC,PL!-bp5-001-SEC,,,,<ライブ成功時> 手札を1枚控え室に置いてもよい：自分のデッキの上から、自分のライブの合計スコアに2を足した数に等しい枚数見る。その中からカードを1枚手札に加える。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp5-001-SEC.png
絢瀬絵里,Ayase Eli,ブースターパック Anniversary 2026,メンバー,ラブライブ！,BiBi,4,pink:1,pink,2,AR,PL!-bp5-002-AR,,,,<登場> このメンバーをウェイトにし、手札を1枚控え室に置いてもよい：自分のデッキの上からカードを5枚見る。その中からコスト9以上の『μ's』のメンバーカードを1枚公開して手札に加えてもよい。残りを控え室に置く。,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP05/PL!-bp5-002-AR.png
