card_name,product,card_type,series,unit,cost,base_heart,blade_heart,blade,rarity,card_no,required_heart,special_heart,score,text_card,image
園田海未,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！,lily white,,,,,SECE,PL!-bp3-027-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!-bp3-SECE-027-SECE.png
小泉花陽,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！,Printemps,,,,,SECE,PL!-bp3-028-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!-bp3-SECE-028-SECE.png
矢澤にこ,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！,BiBi,,,,,SECE,PL!-bp3-029-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!-bp3-SECE-029-SECE.png
高海千歌,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！サンシャイン!!,CYaRon！,,,,,SECE,PL!S-bp3-026-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!S-bp3-SECE-026-SECE.png
松浦果南,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！サンシャイン!!,AZALEA,,,,,SECE,PL!S-bp3-027-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!S-bp3-SECE-027-SECE.png
津島善子,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！サンシャイン!!,Guilty Kiss,,,,,SECE,PL!S-bp3-028-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!S-bp3-SECE-028-SECE.png
上原歩夢,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,A・ZU・NA,,,,,SECE,PL!N-bp3-033-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!N-bp3-SECE-033-SECE.png
宮下 愛,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,DiverDiva,,,,,SECE,PL!N-bp3-034-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!N-bp3-SECE-034-SECE.png
エマ・ヴェルデ,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,,,,,SECE,PL!N-bp3-035-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!N-bp3-SECE-035-SECE.png
天王寺璃奈,ブースターパック　夏、はじまる。,エネルギー,ラブライブ！虹ヶ咲学園スクールアイドル同好会,QU4RTZ,,,,,SECE,PL!N-bp3-036-SECE,,,,,https://llofficial-cardgame.com/wordpress/wp-content/images/cardlist/BP03/PL!N-bp3-SECE-036-SECE.png
